pw1,pw2,pw3,pw4,pw5,pw6,pw7,pw8,pw9,pw10,Æ½¾ù·Ö
69.4299495,63.09543269,67.23749557,66.41384688,67.23749557,65.86847256,66.08073586,67.94904822,65.0004511,64.63718728,66.29501152
39.07721812,43.5242123,40.34698226,48.44639079,40.34698226,44.28439204,41.64300829,35.27326733,40.7668143,43.98609024,41.76953579
74.28638652,78.06166004,74.57127192,72.02867691,74.57127192,73.82050222,73.41205413,69.11604039,63.89892216,73.81545263,72.75822388
65.78762173,71.15417049,66.01519951,68.6597789,66.01519951,59.05244713,67.30262224,65.61506387,63.89892216,73.81545263,66.73164782
50.00420142,52.73419836,48.90305468,51.81528881,48.90305468,44.28439204,47.75244018,58.61311082,46.27445903,48.57522292,49.78594229
53.64652918,55.03669488,53.79223891,49.56935679,53.79223891,53.37242594,53.86187207,56.27912647,56.18821954,57.75348827,54.3292191
54.86063844,51.58295011,57.45912709,52.93825481,57.45912709,61.3244556,57.52753121,53.94514212,63.89892216,54.31163876,56.53077874
47.57598291,43.5242123,46.45846256,48.44639079,46.45846256,44.28439204,47.75244018,44.60920473,49.57904587,56.6062051,47.5294799
65.78762173,61.94418443,64.79290345,61.92198286,64.79290345,61.3244556,64.85884948,72.61701692,62.79739321,54.31163876,63.51489499
62.14529397,59.64168791,61.12601527,61.92198286,61.12601527,52.2364217,61.19319034,64.4480717,63.89892216,66.93175362,61.46693548
51.21831067,46.97795707,50.12535074,52.93825481,50.12535074,49.96441323,50.19621294,51.61115778,53.98516165,57.75348827,51.48956579
45.1477644,46.97795707,45.2361665,48.44639079,45.2361665,53.37242594,44.08678104,39.94123603,50.68057481,38.2496744,45.73751375
60.93118471,55.03669488,61.12601527,66.41384688,61.12601527,60.18845137,59.97130396,59.780103,67.203509,64.63718728,61.64143116
63.35940322,56.18794314,62.34831133,72.02867691,62.34831133,63.59646408,63.6369631,56.27912647,55.08669059,58.90077144,61.37726616
56.07474769,50.43170185,57.45912709,65.29088088,57.45912709,59.05244713,55.08375845,60.94709517,53.98516165,56.6062051,57.23902521
86.42747907,86.12039784,86.79423251,82.13537097,86.79423251,80.63652764,86.85280429,79.61896996,74.91421161,79.55186848,82.98460949
68.21584024,67.70042572,67.23749557,64.16791487,67.23749557,70.41248951,66.08073586,64.4480717,59.49280638,68.07903679,66.30723122
41.50543663,38.91921927,41.56927832,39.46266274,41.56927832,46.55640052,42.86489467,44.60920473,44.07140114,43.98609024,42.51138666
52.43241993,57.3391914,51.3476468,47.32342478,51.3476468,59.05244713,50.19621294,53.94514212,47.37598798,47.42793975,51.77880596
75.50049577,74.60791527,75.79356798,70.90571091,75.79356798,77.22851493,75.85582688,77.28498561,69.40656689,76.11001897,74.84871712
47.57598291,46.97795707,47.68075862,51.81528881,47.68075862,51.10041747,50.19621294,50.4441656,58.39127743,53.16435559,50.50271751
40.29132738,43.5242123,41.56927832,43.95452677,41.56927832,37.46836662,40.42112191,43.44221255,33.05611168,50.86978925,41.61662251
65.78762173,68.85167398,66.01519951,67.53681289,66.01519951,69.27648527,66.08073586,62.11408735,67.203509,61.19533777,66.00766629
90.06980683,88.42289436,90.46112069,88.873167,90.46112069,93.13257426,91.74034981,91.28889171,85.92950107,84.14100115,89.45204276
62.14529397,66.54917746,64.79290345,65.29088088,64.79290345,62.46045984,64.85884948,64.4480717,66.10198005,70.37360312,65.18141234
65.78762173,57.3391914,64.79290345,59.67605085,64.79290345,63.59646408,63.6369631,66.78205604,63.89892216,68.07903679,63.8382113
51.21831067,53.88544662,51.3476468,49.56935679,51.3476468,53.37242594,48.97432656,51.61115778,53.98516165,55.45892193,52.07704015
59.71707546,60.79293617,59.90371921,58.55308484,59.90371921,64.73246832,61.19319034,63.28107952,50.68057481,62.34262094,60.11004688
53.64652918,55.03669488,55.01453497,54.06122082,55.01453497,53.37242594,55.08375845,53.94514212,53.98516165,57.75348827,54.69134913
65.78762173,63.09543269,66.01519951,63.04494887,66.01519951,67.00447679,64.85884948,64.4480717,67.203509,63.48990411,65.09632134
71.85816801,73.45666701,72.1266798,70.90571091,72.1266798,72.68449798,73.41205413,71.45002474,68.30503794,63.48990411,70.98154244
54.86063844,57.3391914,55.01453497,64.16791487,55.01453497,55.64443442,55.08375845,58.61311082,53.98516165,60.0480546,56.97713346
33.00667185,29.70923321,33.01320591,34.97079872,33.01320591,35.19635814,33.08980364,42.27522038,34.15764063,40.54424073,34.89763791
63.35940322,61.94418443,61.12601527,58.55308484,61.12601527,61.3244556,61.19319034,63.28107952,68.30503794,66.93175362,62.71442201
36.64899961,38.91921927,36.68009409,39.46266274,36.68009409,32.92434966,37.97734915,42.27522038,38.56375641,41.6915239,38.18232693
70.64405875,71.15417049,69.68208768,65.29088088,69.68208768,65.86847256,69.74639499,73.78400909,74.91421161,74.9627358,70.57291095
58.5029662,61.94418443,58.68142315,59.67605085,58.68142315,55.64443442,58.74941759,60.94709517,45.17293008,68.07903679,58.60789618
79.14282354,86.12039784,80.68275222,78.76647295,80.68275222,80.63652764,79.52148602,81.95295431,88.13255896,84.14100115,81.97797269
58.5029662,65.3979292,61.12601527,63.04494887,61.12601527,57.91644289,61.19319034,57.44611865,51.78210376,57.75348827,59.52892187
51.21831067,48.12920533,51.3476468,48.44639079,51.3476468,54.50843018,52.63998569,45.7761969,44.07140114,53.16435559,50.06495699
67.00173099,57.3391914,64.79290345,66.41384688,64.79290345,65.86847256,64.85884948,63.28107952,59.49280638,74.9627358,64.88045199
67.00173099,71.15417049,67.23749557,65.29088088,67.23749557,60.18845137,69.74639499,66.78205604,68.30503794,78.40458531,68.13482991
60.93118471,68.85167398,62.34831133,61.92198286,62.34831133,70.41248951,59.97130396,60.94709517,60.59433532,63.48990411,63.18165923
76.71460503,75.75916352,77.01586404,78.76647295,77.01586404,79.50052341,77.07771326,80.78596214,74.91421161,70.37360312,76.79239831
68.21584024,66.54917746,68.45979162,73.15164292,68.45979162,69.27648527,68.52450861,72.61701692,73.81268267,70.37360312,69.94405405
68.21584024,63.09543269,68.45979162,70.90571091,68.45979162,78.36451917,66.08073586,73.78400909,66.10198005,71.52088629,69.49886975
50.00420142,52.73419836,50.12535074,47.32342478,50.12535074,43.1483878,50.19621294,42.27522038,50.68057481,49.72250608,48.63354281
59.71707546,59.64168791,58.68142315,63.04494887,58.68142315,51.10041747,61.19319034,59.780103,61.69586427,56.6062051,59.01423387
73.07227726,70.00292223,70.90438374,74.27460893,70.90438374,74.95650646,69.74639499,64.4480717,63.89892216,60.0480546,69.22565258
64.57351248,70.00292223,64.79290345,64.16791487,64.79290345,65.86847256,66.08073586,67.94904822,62.79739321,55.45892193,64.64847283
59.71707546,65.3979292,58.68142315,60.79901685,58.68142315,57.91644289,61.19319034,58.61311082,62.79739321,54.31163876,59.81086438
64.57351248,67.70042572,64.79290345,72.02867691,64.79290345,70.41248951,66.08073586,64.4480717,72.71115372,65.78447045,67.33253432
82.7851513,72.30541875,81.90504828,76.52054094,81.90504828,79.50052341,80.7433724,79.61896996,70.50809583,79.55186848,78.53440376
56.07474769,56.18794314,57.45912709,56.30715283,57.45912709,57.91644289,57.52753121,58.61311082,55.08669059,53.16435559,56.5796229
71.85816801,73.45666701,70.90438374,73.15164292,70.90438374,73.82050222,69.74639499,70.28303257,60.59433532,84.14100115,71.88605117
75.50049577,74.60791527,75.79356798,78.76647295,75.79356798,70.41248951,77.07771326,73.78400909,78.21879845,69.22631996,74.91813502
74.28638652,70.00292223,74.57127192,68.6597789,74.57127192,74.95650646,73.41205413,73.78400909,62.79739321,61.19533777,70.82369322
63.35940322,67.70042572,63.57060739,60.79901685,63.57060739,64.73246832,62.41507672,76.11799344,68.30503794,64.63718728,65.52078243
63.35940322,64.24668094,64.79290345,64.16791487,64.79290345,64.73246832,67.30262224,66.78205604,62.79739321,66.93175362,64.99060994
57.28885695,59.64168791,57.45912709,57.43011884,57.45912709,55.64443442,57.52753121,58.61311082,52.8836327,63.48990411,57.74375311
59.71707546,58.49043965,58.68142315,58.55308484,58.68142315,52.2364217,59.97130396,63.28107952,68.30503794,62.34262094,60.02599103
58.5029662,66.54917746,58.68142315,60.79901685,58.68142315,57.91644289,57.52753121,59.780103,56.18821954,63.48990411,59.81162076
47.57598291,52.73419836,50.12535074,54.06122082,50.12535074,55.64443442,47.75244018,44.60920473,57.28974849,42.83880707,50.27567384
53.64652918,52.73419836,53.79223891,51.81528881,53.79223891,51.10041747,57.52753121,55.1121343,51.78210376,53.16435559,53.44670365
58.5029662,61.94418443,61.12601527,64.16791487,61.12601527,59.05244713,61.19319034,59.780103,63.89892216,71.52088629,62.2312645
53.64652918,49.28045359,53.79223891,55.18418682,53.79223891,52.2364217,56.30564483,51.61115778,53.98516165,43.98609024,52.38201236
57.28885695,57.3391914,58.68142315,61.92198286,58.68142315,60.18845137,57.52753121,57.44611865,59.49280638,61.19533777,58.97631229
68.21584024,63.09543269,67.23749557,70.90571091,67.23749557,69.27648527,66.08073586,65.61506387,70.50809583,69.22631996,67.73986757
63.35940322,68.85167398,63.57060739,60.79901685,63.57060739,59.05244713,63.6369631,58.61311082,66.10198005,66.93175362,63.44875635
73.07227726,70.00292223,70.90438374,69.7827449,70.90438374,68.14048103,70.96828137,74.95100127,73.81268267,52.01707242,69.45562306
46.36187365,40.07046753,44.01387044,48.44639079,44.01387044,46.55640052,41.64300829,42.27522038,45.17293008,45.13337341,44.36874055
51.21831067,51.58295011,52.56994286,51.81528881,52.56994286,54.50843018,53.86187207,52.77814995,47.37598798,56.6062051,52.48870806
58.5029662,57.3391914,59.90371921,64.16791487,59.90371921,59.05244713,59.97130396,56.27912647,57.28974849,56.6062051,58.9016342
63.35940322,60.79293617,63.57060739,63.04494887,63.57060739,63.59646408,64.85884948,66.78205604,56.18821954,61.19533777,62.695943
53.64652918,58.49043965,53.79223891,50.6923228,53.79223891,55.64443442,52.63998569,55.1121343,49.57904587,61.19533777,54.45847075
73.07227726,67.70042572,70.90438374,61.92198286,70.90438374,72.68449798,70.96828137,71.45002474,71.60962478,70.37360312,70.15894853
71.85816801,71.15417049,72.1266798,77.64350694,72.1266798,70.41248951,73.41205413,67.94904822,71.60962478,65.78447045,71.40768921
64.57351248,65.3979292,63.57060739,67.53681289,63.57060739,67.00447679,66.08073586,62.11408735,70.50809583,58.90077144,64.92576366
59.71707546,65.3979292,59.90371921,64.16791487,59.90371921,62.46045984,61.19319034,58.61311082,73.81268267,66.93175362,63.21015552
54.86063844,48.12920533,53.79223891,51.81528881,53.79223891,55.64443442,55.08375845,60.94709517,58.39127743,53.16435559,54.56205315
39.07721812,40.07046753,39.1246862,36.09376472,39.1246862,42.01238357,39.19923553,44.60920473,36.36069852,50.86978925,40.65421344
57.28885695,60.79293617,58.68142315,52.93825481,58.68142315,61.3244556,58.74941759,59.780103,59.49280638,64.63718728,59.23668641
68.21584024,72.30541875,68.45979162,69.7827449,68.45979162,68.14048103,68.52450861,64.4480717,68.30503794,61.19533777,67.78370242
69.4299495,71.15417049,73.34897586,66.41384688,73.34897586,71.54849374,72.19016775,67.94904822,74.91421161,73.81545263,71.41132926
59.71707546,56.18794314,59.90371921,64.16791487,59.90371921,53.37242594,58.74941759,59.780103,67.203509,56.6062051,59.55920325
39.07721812,36.61672275,37.90239014,43.95452677,37.90239014,40.87637933,37.97734915,36.44025951,39.66528536,33.66054172,38.4073063
70.64405875,71.15417049,70.90438374,73.15164292,70.90438374,72.68449798,73.41205413,74.95100127,71.60962478,71.52088629,72.09367041
63.35940322,63.09543269,62.34831133,67.53681289,62.34831133,62.46045984,61.19319034,60.94709517,56.18821954,65.78447045,62.52617068
86.42747907,82.66665307,86.79423251,87.750201,86.79423251,86.31654883,88.07469067,88.95490736,83.72644318,82.99371798,86.04991062
54.86063844,51.58295011,55.01453497,57.43011884,55.01453497,57.91644289,56.30564483,53.94514212,66.10198005,60.0480546,56.82200418
62.14529397,63.09543269,62.34831133,63.04494887,62.34831133,62.46045984,61.19319034,66.78205604,60.59433532,63.48990411,62.75022438
64.57351248,61.94418443,66.01519951,69.7827449,66.01519951,62.46045984,67.30262224,60.94709517,58.39127743,57.75348827,63.51857838
60.93118471,56.18794314,59.90371921,70.90571091,59.90371921,60.18845137,58.74941759,56.27912647,59.49280638,68.07903679,61.06211158
76.71460503,74.60791527,77.01586404,78.76647295,77.01586404,78.36451917,75.85582688,79.61896996,79.3203274,74.9627358,77.22431005
53.64652918,52.73419836,53.79223891,50.6923228,53.79223891,44.28439204,52.63998569,51.61115778,58.39127743,52.01707242,52.36014135
62.14529397,63.09543269,62.34831133,55.18418682,62.34831133,67.00447679,59.97130396,58.61311082,69.40656689,64.63718728,62.47541819
51.21831067,55.03669488,51.3476468,57.43011884,51.3476468,49.96441323,52.63998569,50.4441656,50.68057481,53.16435559,52.32739129
56.07474769,50.43170185,56.23683103,50.6923228,56.23683103,56.78043865,56.30564483,52.77814995,53.98516165,60.0480546,54.95698841
57.28885695,53.88544662,56.23683103,58.55308484,56.23683103,60.18845137,55.08375845,53.94514212,62.79739321,68.07903679,58.22948324
50.00420142,52.73419836,50.12535074,48.44639079,50.12535074,49.96441323,51.41809931,45.7761969,46.27445903,53.16435559,49.80330161
52.43241993,53.88544662,52.56994286,47.32342478,52.56994286,56.78043865,53.86187207,53.94514212,53.98516165,46.28065658,52.36344481
79.14282354,72.30541875,77.01586404,76.52054094,77.01586404,77.22851493,77.07771326,79.61896996,79.3203274,77.25730214,77.2503339
80.35693279,78.06166004,79.46045616,78.76647295,79.46045616,77.22851493,79.52148602,78.45197779,87.03103002,74.9627358,79.33017227
75.50049577,75.75916352,74.57127192,69.7827449,74.57127192,73.82050222,74.63394051,74.95100127,70.50809583,72.66816946,73.67666573
57.28885695,58.49043965,58.68142315,64.16791487,58.68142315,56.78043865,58.74941759,58.61311082,58.39127743,47.42793975,57.7272242
87.64158832,94.17913565,89.23882463,87.750201,89.23882463,85.18054459,89.29657705,91.28889171,91.4371458,84.14100115,88.93927345
56.07474769,59.64168791,56.23683103,63.04494887,56.23683103,54.50843018,56.30564483,53.94514212,66.10198005,48.57522292,57.06714666
87.64158832,86.12039784,86.79423251,84.38130298,86.79423251,82.90853612,88.07469067,85.45393084,81.52338529,79.55186848,84.92441656
50.00420142,57.3391914,50.12535074,55.18418682,50.12535074,47.69240475,50.19621294,50.4441656,60.59433532,49.72250608,52.14279058
37.86310887,40.07046753,37.90239014,39.46266274,37.90239014,35.19635814,37.97734915,38.77424386,62.79739321,35.95510806,40.39014718
71.85816801,72.30541875,72.1266798,72.02867691,72.1266798,69.27648527,72.19016775,73.78400909,68.30503794,66.93175362,71.09330769
62.14529397,64.24668094,63.57060739,65.29088088,63.57060739,65.86847256,62.41507672,62.11408735,63.89892216,57.75348827,63.08741176
54.86063844,53.88544662,51.3476468,57.43011884,51.3476468,51.10041747,51.41809931,53.94514212,52.8836327,47.42793975,52.56467288
63.35940322,64.24668094,62.34831133,65.29088088,62.34831133,68.14048103,63.6369631,60.94709517,61.69586427,56.6062051,62.86201964
62.14529397,60.79293617,59.90371921,60.79901685,59.90371921,57.91644289,59.97130396,55.1121343,56.18821954,62.34262094,59.50754071
76.71460503,71.15417049,75.79356798,69.7827449,75.79356798,71.54849374,75.85582688,79.61896996,87.03103002,74.9627358,75.82557128
68.21584024,66.54917746,69.68208768,68.6597789,69.68208768,65.86847256,72.19016775,78.45197779,67.203509,72.66816946,69.91712685
79.14282354,78.06166004,78.2381601,69.7827449,78.2381601,71.54849374,78.29959964,80.78596214,77.11726951,82.99371798,77.42085917
45.1477644,46.97795707,44.01387044,48.44639079,44.01387044,42.01238357,46.5305538,45.7761969,52.8836327,49.72250608,46.55251262
81.57104205,83.81790133,83.12734434,82.13537097,83.12734434,87.45255307,83.18714516,79.61896996,78.21879845,85.28828432,82.7544754
71.85816801,74.60791527,72.1266798,73.15164292,72.1266798,68.14048103,72.19016775,65.61506387,81.52338529,71.52088629,72.286107
32,36.61672275,32,34.97079872,31.79090985,32.92434966,33.08980364,34.10627516,37.46222747,34.80782489,33.97689121
71.85816801,76.91041178,70.90438374,73.15164292,70.90438374,70.41248951,70.96828137,69.11604039,76.01574056,66.93175362,71.71732956
39.07721812,36.61672275,39.1246862,34.97079872,39.1246862,37.46836662,39.19923553,39.94123603,45.17293008,39.39695756,39.00928378
43.93365514,40.07046753,42.79157438,43.95452677,42.79157438,46.55640052,44.08678104,42.27522038,45.17293008,40.54424073,43.2177371
68.21584024,67.70042572,68.45979162,64.16791487,68.45979162,67.00447679,67.30262224,64.4480717,61.69586427,66.93175362,66.43865527
74.28638652,71.15417049,74.57127192,64.16791487,74.57127192,76.09251069,72.19016775,71.45002474,73.81268267,79.55186848,73.18482701
82.7851513,78.06166004,83.12734434,84.38130298,83.12734434,77.22851493,84.40903153,79.61896996,74.91421161,91.02470016,81.86782312
50.00420142,51.58295011,51.3476468,48.44639079,51.3476468,53.37242594,51.41809931,46.94318908,60.59433532,54.31163876,51.93685243
67.00173099,65.3979292,68.45979162,65.29088088,68.45979162,67.00447679,64.85884948,69.11604039,59.49280638,62.34262094,65.74249183
63.35940322,61.94418443,64.79290345,68.6597789,64.79290345,63.59646408,63.6369631,69.11604039,73.81268267,72.66816946,66.63794931
71.85816801,70.00292223,73.34897586,73.15164292,73.34897586,72.68449798,74.63394051,76.11799344,59.49280638,76.11001897,72.07499422
68.21584024,70.00292223,69.68208768,67.53681289,69.68208768,74.95650646,68.52450861,70.28303257,74.91421161,77.25730214,71.10553121
46.36187365,52.73419836,48.90305468,46.20045878,48.90305468,53.37242594,47.75244018,52.77814995,50.68057481,54.31163876,50.19978698
70.64405875,72.30541875,69.68208768,79.88943896,69.68208768,65.86847256,69.74639499,67.94904822,67.203509,63.48990411,69.64604207
73.07227726,71.15417049,75.79356798,68.6597789,75.79356798,70.41248951,74.63394051,76.11799344,76.01574056,73.81545263,73.54689793
32,27.40673669,32,32.72486671,31.79090985,29.51633695,29.4241445,30.60529863,36.36069852,30,31.18289919
88.85569758,89.57414262,86.79423251,82.13537097,86.79423251,82.90853612,88.07469067,81.95295431,82.62491423,79.55186848,84.926664
50.00420142,57.3391914,50.12535074,54.06122082,50.12535074,48.82840899,51.41809931,50.4441656,55.08669059,45.13337341,51.2566053
60.93118471,61.94418443,62.34831133,61.92198286,62.34831133,59.05244713,62.41507672,63.28107952,60.59433532,54.31163876,60.91485521
65.78762173,78.06166004,68.45979162,61.92198286,68.45979162,63.59646408,68.52450861,72.61701692,79.3203274,64.63718728,69.13863522
64.57351248,64.24668094,64.79290345,65.29088088,64.79290345,65.86847256,64.85884948,64.4480717,63.89892216,57.75348827,64.05246853
54.86063844,53.88544662,55.01453497,48.44639079,55.01453497,56.78043865,53.86187207,52.77814995,49.57904587,61.19533777,54.14163901
65.78762173,65.3979292,64.79290345,67.53681289,64.79290345,65.86847256,62.41507672,62.11408735,67.203509,68.07903679,65.39883531
58.5029662,60.79293617,58.68142315,57.43011884,58.68142315,63.59646408,59.97130396,57.44611865,52.8836327,62.34262094,59.03290078
56.07474769,49.28045359,57.45912709,49.56935679,57.45912709,57.91644289,56.30564483,59.780103,58.39127743,57.75348827,55.99897687
73.07227726,76.91041178,74.57127192,69.7827449,74.57127192,76.09251069,74.63394051,70.28303257,76.01574056,71.52088629,73.74540884
53.64652918,53.88544662,55.01453497,55.18418682,55.01453497,51.10041747,53.86187207,46.94318908,57.28974849,62.34262094,54.42830806
43.93365514,41.22171579,44.01387044,49.56935679,44.01387044,48.82840899,44.08678104,43.44221255,46.27445903,52.01707242,45.74014026
47.57598291,48.12920533,45.2361665,36.09376472,45.2361665,46.55640052,45.30866742,41.1082282,52.8836327,46.28065658,45.44088714
70.64405875,70.00292223,70.90438374,64.16791487,70.90438374,77.22851493,69.74639499,67.94904822,80.42185634,65.78447045,70.77539483
54.86063844,55.03669488,53.79223891,60.79901685,53.79223891,49.96441323,52.63998569,49.27717343,55.08669059,60.0480546,54.52971455
67.00173099,64.24668094,67.23749557,59.67605085,67.23749557,65.86847256,66.08073586,67.94904822,74.91421161,70.37360312,67.05855253
73.07227726,76.91041178,73.34897586,67.53681289,73.34897586,77.22851493,72.19016775,69.11604039,76.01574056,73.81545263,73.25833699
54.86063844,53.88544662,53.79223891,51.81528881,53.79223891,59.05244713,55.08375845,62.11408735,48.47751692,53.16435559,54.60380171
